name,link,country,fact_reporting,media_type,traffic,press_freedom,cred_rank,bias
South Jefferson County News,https://southjeffconews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
South Lake Today,https://southjeffconews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South Miami-Dade News,https://southjeffconews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South New Castle News,https://southnewcastlenews.com/,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
South Orlando News,https://southnewcastlenews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South Palm Beach Today,https://southnewcastlenews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South Pinellas Times,https://southnewcastlenews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South Sacramento Today,https://southsactoday.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
South SF Bay News,https://southsfbaynews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
South SGV News,https://southsgvnews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
South West Illinois News,https://southsgvnews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South Wichita News,https://southsgvnews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Spring Times,https://springstimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Sputnik News,http://sputniknews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Sputnik News Agency – France,https://fr.sputniknews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Sputnik News Agency – Germany,https://snanews.de/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Sputnik News Agency – Italia,https://it.sputniknews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
St. Pete Standard,https://it.sputniknews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Stanislaus News,https://stanislausnews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
Stares at the World,http://www.staresattheworld.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
State of the Nation,http://stateofthenation.co/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Steadfast and Loyal,https://steadfastandloyal.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
Stone Cold Truth,https://stonecoldtruth.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Stopping Socialism,https://stoppingsocialism.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
South Birmingham Times,https://southbirminghamtimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
South Fulton Today,https://southbirminghamtimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South OC Times,https://southoctimes.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
South Pima News,https://southpimanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
South SFV Today,https://southsfvtoday.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
Speech Point,http://www.speech-point.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Stranger Than Fiction News,http://stfnreport.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Strategic Culture Foundation,https://www.strategic-culture.org,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Students for Trump,https://trumpstudents.org/,USA (45/180 Press Freedom),MIXED,Organization/Foundation,Minimal Traffic,N/A,N/A,fake_news
Summit News,https://summit.news,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Sumter Times,https://summit.news,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Sunflower State News,https://summit.news,USA,MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
Sunshine Sentinel,https://summit.news,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Support Israel Now,http://www.supportisraelnow.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
SurvivalBlog.com,https://survivalblog.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Sussex Review,https://sussexreview.com/,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
SwampDrain.com,https://swampdrain.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Swarajya,https://swarajyamag.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
SW Alaska News,https://swalaskanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
SW Arizona News,https://swarizonanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
SW Arkansas Times,https://swarkansastimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
SW Colorado News,https://swcoloradonews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
SW Connecticut News,https://swconnnews.com/,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
403 Forbidden,https://swconnnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
SW Indiana News,https://swconnnews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
SW Iowa Times,https://swconnnews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
SW Kansas News,https://swconnnews.com/,USA,MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
SW Riverside News,https://swriversidenews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
SW Valley Times,https://swvalleytimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Syria News,https://syrianews.cc/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Syriana Analysis,http://www.syriana-analysis.com,Germany,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Taki’s Magazine,https://www.takimag.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Tallahassee Sun,https://www.takimag.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Tampa Republic,https://www.takimag.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Tasnim News Agency,https://www.tasnimnews.com/en,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
TB Daily News,https://tbdailynews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Tea Party Inc,https://www.teaparty.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Tea Party Patriots,http://www.teapartypatriots.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
TechStartups,https://techstartups.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Teddy Stick,https://teddystick.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
TeleSUR,https://www.telesurenglish.net/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The African Exponent,https://www.africanexponent.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The American Mirror,http://theamericanmirror.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Angry Patriot,http://www.angrypatriotmovement.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Bearded Patriot,https://thebeardedpatriot.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Beltway Report,https://www.thebeltwayreport.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The BL,https://thebl.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Blacksphere (Kevin Jackson),https://theblacksphere.net/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Blaze,https://www.theblaze.com/,USA,MIXED,TV Station,High Traffic,MOSTLY FREE,N/A,fake_news
The Boston Tribune,http://thebostontribune.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Buffalo Chronicle,https://buffalochronicle.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Colorado Herald,https://thecoloradoherald.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Conservative Brief,https://www.theconservativebrief.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Conservative Central,https://theconservativecentral.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Conservative Papers,https://conservativepapers.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Daily Bell,http://www.thedailybell.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Daily Boulder,https://dailyboulder.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Daily Star,https://www.thedailystar.com/,USA,HIGH,Newspaper,Minimal Traffic,MOSTLY FREE,N/A,fake_news
The Daily Wire,https://www.dailywire.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The D.C. Clothesline,http://www.dcclothesline.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The DC Patriot,https://thedcpatriot.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Desert Review,https://www.thedesertreview.com/,USA,MIXED,Newspaper,Medium Traffic,MOSTLY FREE,N/A,fake_news
TheDonald.Win,https://thedonald.win/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Duran,https://theduran.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Economic Times,http://economictimes.indiatimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Epoch Times,https://www.theepochtimes.com,USA (44/180 Press Freedom),MIXED,Newspaper,High Traffic,N/A,N/A,fake_news
The Federalist,https://thefederalist.com/,USA (44/180 Press Freedom),MIXED,Website,High Traffic,N/A,N/A,fake_news
The Federalist Papers Project,http://thefederalistpapers.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Federation for American Immigration Reform (FAIR),http://www.fairus.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Freedom Times,https://www.thefreedomtimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Free Patriot,http://thefreepatriot.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Free Telegraph,https://freetelegraph.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Frisky,https://thefrisky.com/,Serbia,HIGH,N/A,N/A,N/A,N/A,fake_news
The Gateway Pundit,https://www.thegatewaypundit.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Grayzone,https://www.thegatewaypundit.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Horn News,https://thehornnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Joe Rogan Experience,https://www.joerogan.com/,USA,MIXED,Website/Podcast,High Traffic,MOSTLY FREE,N/A,fake_news
The LA Post,https://thelapost.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Last Refuge (Conservative Treehouse),https://theconservativetreehouse.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Last Resistance,https://lastresistance.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Laugh Club,https://www.thelaughclub.net/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Liberty Daily,https://thelibertydaily.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Liberty Eagle,http://www.thelibertyeagle.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Liberty Loft,https://thelibertyloft.com/,USA,MIXED,Website,Medium Traffic,MOSTLY FREE,N/A,fake_news
The Majalla,https://eng.majalla.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Millennium Report,http://themillenniumreport.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The National Patriot,https://www.thenationalpatriot.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The National Pulse,https://thenationalpulse.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The National (UAE),https://www.thenational.ae,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Nationalist Review,https://www.nationalistreview.net/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Other 98%,https://other98.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Patriot Nation,http://thepatriotnation.net/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
ThePoliticalBrief.com,https://thepoliticalbrief.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Politics Online,http://www.thepolitics.online,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Post & Email,https://www.thepostemail.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Proud Liberal,http://theproudliberal.org/,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
The Raging Patriot,https://theragingpatriot.org/,USA,LOW,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
The Red Elephants,https://theredelephants.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Religion of Peace,https://www.thereligionofpeace.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Remnant Newspaper,https://remnantnewspaper.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The RFAngle,https://remnantnewspaper.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Region News,https://remnantnewspaper.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
The Right Scoop,http://therightscoop.com/,Canada (14/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,fake_news
The Right Stuff,https://therightstuff.biz/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Science News Reporter,https://www.thescinewsreporter.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Science Times,https://www.sciencetimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Scoop,https://thescoop.us/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Page not found (404),https://thescoop.us/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
TheSpectator.info,https://thespectator.info/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Tehran Times,https://thespectator.info/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Times of America,http://www.digifection.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The True Defender,https://thetruedefender.com/,USA,LOW,Website,Medium Traffic,MOSTLY FREE,N/A,fake_news
The True Reporter,https://thetruereporter.com/,USA (45/180 Press Freedom),LOW,Website,Medium Traffic,N/A,N/A,fake_news
The Truth Voice,http://www.thetruthvoice.net/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Union Journal,https://theunionjournal.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Unz Review,http://www.unz.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
The Washington Sentinel,https://thewashingtonsentinel.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Page not found (404),https://thewashingtonsentinel.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Think Americana,https://thinkamericana.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Today Breaking News,https://www.chicagodaily.pro,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
ToddStarnes.com,https://www.toddstarnes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
TooFab,https://toofab.com/,USA (44/180 Press Freedom),MIXED,Website,HIGH Traffic,N/A,N/A,fake_news
Topeka Sun,https://toofab.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Top Topic,https://www.toptopic.club,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Toronto Today,https://www.torontotoday.net/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Townhall,https://townhall.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
TPL News,http://tplnews.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Treasure Coast Sun,http://tplnews.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Treasure Valley Times,http://tplnews.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Trending Politics,https://trendingpolitics.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Truth Examiner,https://trendingpolitics.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
True Viral News,https://trueviralnews.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Trump.News,http://trump.news/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Trump Train News,https://trumptrainnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Truth and Action,http://www.truthandaction.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Truth in Media,http://truthinmedia.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Tucson Standard,https://tucsonstandard.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Tulare Times,https://tularetimes.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
Turning Point USA,https://www.tpusa.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Tuscaloosa Leader,https://tuscaloosaleader.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Uncle Sams Misguided Children,https://news.unclesamsmisguidedchildren.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
UncoverDC,https://uncoverdc.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Understanding The Threat,https://www.understandingthethreat.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Unite America First,https://uniteamericafirst.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Upper Delta News,https://upperdeltanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
US Backlash,https://usbacklash.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
US Chronicle,http://www.uschronicle.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
UsLibertyWire.club,https://www.uslibertywire.club,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
US Liberty Wire,https://uslibertywire.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
US National News,http://usnationalnews.org,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
USA is Online,https://usaisonline.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
USA Really,https://usareally.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
USA Supreme,https://www.usasupreme.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
USAnetwork.info,https://usanetwork.info,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
UsRight-Left.com,http://usrightleft.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
USSA News,https://ussanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Patriot Front (formerly Vanguard America),https://bloodandsoil.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Vatican Radio,http://en.radiovaticana.va/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
VDARE,https://vdare.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Verdugos News,https://verdugosnews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
Victor Valley Times,https://victorvalleytimes.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
Vidmax,http://vidmax.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Viral Cocaine,https://viralcocaine.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Viral Hatch,https://viralhatch.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Vision Times,https://www.visiontimes.com/,USA,MIXED,Website,Medium Traffic,MOSTLY FREE,N/A,fake_news
Voice of Europe,https://voiceofeurope.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
WallBuilders,https://wallbuilders.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Warner Robins Today,https://wallbuilders.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Washington News Press,https://fibrohealthnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Washington Pundit,https://thewashingtonpundit.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Washington Times,https://www.washingtontimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Waterloo Times,https://www.washingtontimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
WayneDupree.com,https://www.waynedupree.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
WC Georgia News,https://www.waynedupree.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
WC Indiana News,https://www.waynedupree.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
WC Iowa News,https://www.waynedupree.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
We Love Trump,https://www.waynedupree.com/,USA (44/180 Press Freedom),VERY LOW,Website,Medium Traffic,N/A,N/A,fake_news
West Atlanta News,https://www.waynedupree.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
We The People Daily,https://wethepeopledaily.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
West Central Alabama News,https://wcalabamanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
West Central Reporter,https://wcalabamanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
West Contra Costa News,https://westcontracostanews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
West Cook News,https://westcontracostanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
West DSM News,https://westcontracostanews.com/,USA,MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
West El Dorado News,http://westeldoradonews.com,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
West Florida News,http://westeldoradonews.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
West Hillsborough News,http://westeldoradonews.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
West Indy News,http://westeldoradonews.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Western Journal,https://www.westernjournal.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
West LA Times,https://westlatimes.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
West OC Times,https://westoctimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
West SBV Times,https://westsbvtimes.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
West SFV Today,https://westsfvtoday.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
West SGV News,https://westsgvnews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
West Ventura News,https://westventuranews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
West Volusia News,https://westventuranews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
WhatRegistrater.com (Fake Fox News),https://whatregistrater.com/xq289,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
What’s the Harm,http://whatstheharm.net/,N/A,MIXED,N/A,N/A,N/A,N/A,fake_news
Wichita Standard,http://whatstheharm.net/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Will County Gazette,http://whatstheharm.net/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Wine Country Times,https://winecountrytimes.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
Wings Over Scotland,https://wingsoverscotland.com,United Kingdom (35/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,fake_news
Wiregrass Times,https://wiregrasstimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Witherspoon Institute,https://www.thepublicdiscourse.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
WJW – Cleveland News,https://fox8.com/,USA,HIGH,TV Station,High Traffic,MOSTLY FREE,N/A,fake_news
Woke Sloth,https://wokesloth.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Women are Human,https://www.womenarehuman.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Women’s Rights News,https://www.facebook.com/WOMENSRIGHTSNEWS/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
WorldGreyNews.Com,https://www.worldgreynews.com/,Serbia,VERY LOW,Website,Minimal Traffic,MODERATE FREEDOM,N/A,fake_news
World Net Daily (WND),https://www.wnd.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
WorldStarHipHop,https://www.worldstarhiphop.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Wyandotte Times,https://www.worldstarhiphop.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Xinhua English,http://www.news.cn/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Xinhua News Agency,http://www.xinhuanet.com/english/home.htm,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
